25.17,3.11,17.56,3.68,1.5,36.7
28.3,4.07,17.55,2.96,1.25,37
29.15,3.55,20.75,2.25,0.61,35
29.2,4.7,35.8,2.9,0,35
30.6,4.9,38.6,3,1,35
33.09,3.19,18.24,0.06,1.99,55
33.6,5.2,33,4.2,0,35
33.6,5.1,36.7,5.4,0,35
34,4.9,20.01,4.7,1.3,40
34.96,4.38,21.3,2.79,0,28
34.96,4.38,21.3,2.79,0,37
59.18,9.25,30.13,0.12,0.1,35
42.86,5.53,32.73,3.94,0.64,55
48.87,6.83,36.45,3.68,0.37,28
53.61,6.23,37.82,0.71,0.03,35
35.3,5.5,29.8,6.2,3,35
