0.0041
0.013
0.075
0.08
0.096
0.1
0.11
0.72
0.13
0.16
0.17
0.18
0.19
0.2
0.24
0.61
0.24
0.3
0.4
0.41
0.5
0.5
0.54
0.7
0.89
1.26
1.36
0.33
