44.48,6.47,44.33,0.87,0,25
33.6,5.2,33,4.2,0,55
33.6,5.2,33,4.2,0,35
44.48,6.47,44.33,0.87,0,27
40.01,6.71,53.28,0,0,35
35.3,5.5,29.8,6.2,3,55
59.18,9.25,30.13,0.12,0.1,35
25.17,3.11,17.56,3.68,1.5,36.7
28.3,4.07,17.55,2.96,1.25,37
40.01,6.71,53.28,0,0,37
50.5,7.7,25.45,13.8,0.5,38
34,4.9,20.01,4.7,1.3,40
33.09,3.19,18.24,0.06,1.99,55
33.6,5.1,36.7,5.4,0,35
42.86,5.53,32.73,3.94,0.64,55
44.48,6.47,44.33,0.87,0,35
